what,kind,bundleId,bundleVersion,description,time
activated,editor,com.google.gwt.eclipse.core,1.1.0.v200907291526,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1252195942785
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252195945812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252195965987
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252195969857
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252195990327
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252195994913
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252195999094
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252196003665
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252196004133
closed,editor,com.google.gwt.eclipse.core,1.1.0.v200907291526,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1252196004663
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252196004757
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1252196004788
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252196005537
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252196005989
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1252196006005
activated,editor,com.google.gwt.eclipse.core,1.1.0.v200907291526,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1252196006754
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252196008017
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1252196008267
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1252196010279
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1252196010857
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252196013041
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1252196016192
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1252196018579
activated,editor,com.google.gwt.eclipse.core,1.1.0.v200907291526,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1252196018907
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1252196020639
